1 3 0	1 -1 0	-2 -1 0	
1.68168160458192 -1.19031303637781 0	0.810094295158813 0.637935459398447 0	-2.27387907238803 0.0953154530354459 0	
1.68367529082509 -1.19371626340219 0	0.80603342419425 0.639341307427176 0	-2.27029824836474 0.0961105632678177 0	
1.68565041177203 -1.19709040087373 0	0.801970303769891 0.640728995555454 0	-2.26670068854449 0.0969065562111276 0	
1.68760701201026 -1.20043564884804 0	0.797904860760084 0.642098632738682 0	-2.2630863349609 0.0977034457128283 0	
1.68954513544866 -1.20375220402857 0	0.793837021913752 0.643450325803705 0	-2.25945512898179 0.0985012457669497 0	
1.69146482532468 -1.20704025984204 0	0.789766713843157 0.644784179492297 0	-2.25580701130056 0.0992999705163152 0	
1.69336612421144 -1.21030000651164 0	0.785693863012547 0.646100296503255 0	-2.25214192192736 0.100099634254811 0	
1.69524907402471 -1.21353163112805 0	0.781618395726789 0.647398777533183 0	-2.24845980018014 0.100900251429713 0	
1.69711371602985 -1.2167353177185 0	0.777540238119843 0.648679721315976 0	-2.24476058467532 0.101701836644061 0	
1.69896009084859 -1.21991124731371 0	0.773459316143199 0.649943224661073 0	-2.24104421331857 0.102504404659097 0	
1.70078823846569 -1.22305959801296 0	0.769375555554189 0.651189382490497 0	-2.23731062329513 0.103307970396756 0	
1.70259819823563 -1.22618054504731 0	0.765288881904231 0.652418287874737 0	-2.23355975106014 0.104112548942214 0	
1.70439000888903 -1.22927426084099 0	0.761199220526954 0.653630032067513 0	-2.22979153232858 0.104918155546506 0	
1.70616370853907 -1.23234091507113 0	0.75710649652624 0.654824704539451 0	-2.22600590206522 0.105724805629186 0	
1.70791933468775 -1.23538067472571 0	0.753010634764139 0.656002393010682 0	-2.2222027944741 0.106532514781074 0	
1.70965692423216 -1.23839370415995 0	0.748911559848685 0.657163183482451 0	-2.21838214298809 0.107341298767049 0	
1.7113765134705 -1.24138016515122 0	0.744809196121584 0.658307160267717 0	-2.21454388025797 0.108151173528915 0	
1.71307813810811 -1.24434021695225 0	0.740703467645818 0.659434406020802 0	-2.21068793814148 0.108962155188333 0	
1.71476183326333 -1.24727401634306 0	0.736594298193071 0.660545001766092 0	-2.20681424769196 0.109774260049828 0	
1.71642763347334 -1.2501817176814 0	0.732481611231064 0.661639026925871 0	-2.20292273914695 0.110587504603855 0	
1.71807557269981 -1.25306347295181 0	0.728365329910733 0.662716559347247 0	-2.19901334191639 0.111401905529951 0	
1.71970568433455 -1.25591943181344 0	0.724245377053306 0.663777675328224 0	-2.19508598457064 0.112217479699951 0	
1.72131800120496 -1.25874974164648 0	0.720121675137161 0.664822449642977 0	-2.19114059482827 0.113034244181287 0	
1.72291255557949 -1.26155454759746 0	0.715994146284628 0.665850955566299 0	-2.18717709954351 0.113852216240362 0	
1.72448937917293 -1.26433399262328 0	0.711862712248543 0.666863264897269 0	-2.18319542469349 0.11467141334601 0	
1.72604850315163 -1.26708821753414 0	0.70772729439871 0.667859447982173 0	-2.17919549536523 0.115491853173028 0	
1.7275899581386 -1.26981736103532 0	0.703587813708145 0.668839573736659 0	-2.17517723574226 0.116313553605804 0	
1.72911377421863 -1.27252155976786 0	0.699444190739175 0.669803709667205 0	-2.17114056909107 0.117136532742025 0	
1.73061998094313 -1.27520094834821 0	0.695296345629337 0.670751921891853 0	-2.16708541774716 0.117960808896479 0	
1.73210860733506 -1.27785565940688 0	0.691144198077111 0.671684275160288 0	-2.16301170310083 0.118786400604944 0	
1.73357968189367 -1.28048582362608 0	0.686987667327421 0.672600832873221 0	-2.15891934558267 0.119613326628175 0	
1.7350332325992 -1.28309156977638 0	0.682826672156978 0.673501657101151 0	-2.15480826464877 0.120441605955985 0	
1.73646928691739 -1.28567302475248 0	0.678661130859385 0.674386808602463 0	-2.15067837876542 0.121271257811429 0	
1.73788787180411 -1.28823031360811 0	0.67449096123001 0.675256346840909 0	-2.14652960539375 0.122102301655088 0	
1.73928901370969 -1.29076355958996 0	0.670316080550684 0.676110330002518 0	-2.14236186097379 0.122934757189456 0	
1.7406727385833 -1.29327288417084 0	0.666136405574118 0.676948815011856 0	-2.13817506090828 0.123768644363441 0	
1.74203907187716 -1.29575840708202 0	0.661951852508092 0.677771857547744 0	-2.13396911954615 0.124603983376969 0	
1.74338803855077 -1.29822024634477 0	0.657762336999423 0.678579512058402 0	-2.12974395016552 0.125440794685714 0	
1.74471966307495 -1.3006585183011 0	0.653567774117619 0.679371831776024 0	-2.1254994649564 0.12627909900593 0	
1.74603396943587 -1.30307333764374 0	0.649368078338323 0.680148868730817 0	-2.12123557500296 0.127118917319418 0	
1.74733098113899 -1.30546481744545 0	0.645163163526434 0.680910673764494 0	-2.11695219026543 0.127960270878608 0	
1.74861072121292 -1.30783306918762 0	0.640952942918963 0.681657296543256 0	-2.11264921956154 0.128803181211778 0	
1.74987321221315 -1.31017820278807 0	0.636737329107597 0.68238878557023 0	-2.10832657054751 0.129647670128396 0	
1.7511184762258 -1.31250032662837 0	0.632516234020942 0.68310518819744 0	-2.10398414969868 0.130493759724603 0	
1.75234653487123 -1.31479954758034 0	0.628289568906457 0.683806550637239 0	-2.09962186228966 0.13134147238883 0	
1.75355740930758 -1.31707597103203 0	0.624057244312056 0.684492917973263 0	-2.09523961237394 0.13219083080757 0	
1.75475112023428 -1.31932970091306 0	0.619819170067376 0.685164334170904 0	-2.09083730276312 0.133041857971291 0	
1.75592768789541 -1.32156083971934 0	0.615575255264691 0.685820842087308 0	-2.0864148350056 0.133894577180495 0	
1.75708713208307 -1.32376948853721 0	0.611325408239438 0.686462483480863 0	-2.08197210936478 0.134749012051952 0	
1.7582294721406 -1.3259557470671 0	0.607069536550428 0.687089299020289 0	-2.07750902479667 0.135605186525082 0	
1.75935472696585 -1.32811971364652 0	0.602807546959608 0.687701328293209 0	-2.07302547892708 0.136463124868506 0	
1.76046291501422 -1.33026148527267 0	0.598539345411454 0.688298609814275 0	-2.06852136802816 0.137322851686778 0	
1.76155405430178 -1.33238115762433 0	0.594264837011935 0.688881181032857 0	-2.06399658699443 0.138184391927287 0	
1.76262816240822 -1.33447882508345 0	0.589983926007049 0.689449078340279 0	-2.05945102931815 0.139047770887346 0	
1.7636852564798 -1.33655458075614 0	0.585696515760925 0.690002337076601 0	-2.0548845870642 0.139913014221468 0	
1.7647253532322 -1.33860851649323 0	0.581402508733464 0.690540991536955 0	-2.05029715084418 0.140780147948839 0	
1.76574846895331 -1.34064072291028 0	0.577101806457493 0.691065074977463 0	-2.04568860979006 0.141649198460998 0	
1.76675461950593 -1.34265128940731 0	0.572794309515437 0.691574619620706 0	-2.04105885152696 0.142520192529713 0	
1.76774382033053 -1.34464030418789 0	0.568479917515478 0.692069656660756 0	-2.03640776214545 0.143393157315084 0	
1.76871608644772 -1.34660785427794 0	0.564158529067204 0.692550216267761 0	-2.03173522617301 0.144268120373866 0	
1.76967143246091 -1.34855402554407 0	0.559830041756702 0.693016327592119 0	-2.02704112654478 0.145145109668013 0	
1.77060987255874 -1.35047890271151 0	0.555494352121082 0.693468018768223 0	-2.02232534457363 0.146024153573468 0	
1.77153142051751 -1.35238256938168 0	0.551151355622441 0.693905316917741 0	-2.0175877599194 0.146905280889196 0	
1.77243608970351 -1.35426510804928 0	0.546800946621215 0.694328248152486 0	-2.01282825055737 0.147788520846466 0	
1.77332389307539 -1.35612660011914 0	0.542443018348898 0.694736837576853 0	-2.00804669274589 0.148673903118403 0	
1.77419484318635 -1.35796712592258 0	0.538077462880141 0.695131109289798 0	-2.00324296099317 0.149561457829804 0	
1.77504895218633 -1.35978676473351 0	0.533704171104174 0.695511086386415 0	-1.99841692802322 0.150451215567231 0	
1.77588623182419 -1.36158559478409 0	0.529323032695535 0.695876790959032 0	-1.99356846474082 0.151343207389403 0	
1.77670669344973 -1.36336369328017 0	0.524933936084089 0.696228244097894 0	-1.98869744019567 0.152237464837885 0	
1.77751034801572 -1.36512113641625 0	0.520536768424322 0.696565465891386 0	-1.98380372154546 0.15313401994808 0	
1.7782972060799 -1.36685799939025 0	0.51613141556384 0.69688847542581 0	-1.978887174018 0.154032905260547 0	
1.77906727780685 -1.36857435641788 0	0.511717762011126 0.697197290784693 0	-1.97394766087232 0.154934153832656 0	
1.77982057296985 -1.37027028074675 0	0.507295690902423 0.697491929047672 0	-1.9689850433587 0.155837799250578 0	
1.78055710095271 -1.37194584467014 0	0.502865083967813 0.69777240628886 0	-1.96399918067757 0.156743875641635 0	
1.78127687075148 -1.37360111954055 0	0.4984258214964 0.698038737574797 0	-1.95898992993739 0.157652417687024 0	
1.7819798909762 -1.37523617578286 0	0.493977782300578 0.698290936961864 0	-1.95395714611115 0.15856346063492 0	
1.78266616985249 -1.37685108290728 0	0.48952084367937 0.698529017493277 0	-1.94890068199187 0.159477040313964 0	
1.78333571522319 -1.37844590952201 0	0.485054881380787 0.698752991195534 0	-1.94382038814667 0.160393193147191 0	
1.78398853454986 -1.38002072334565 0	0.480579769563157 0.698962869074389 0	-1.93871611286964 0.161311956166356 0	
1.78462463491432 -1.38157559121933 0	0.476095380755439 0.699158661110305 0	-1.93358770213334 0.162233367026712 0	
1.78524402302006 -1.38311057911855 0	0.471601585816415 0.699340376253405 0	-1.92843499953887 0.163157464022258 0	
1.78584670519366 -1.38462575216488 0	0.467098253892777 0.699508022417849 0	-1.92325784626451 0.164084286101445 0	
1.7864326873861 -1.38612117463726 0	0.462585252376037 0.699661606475727 0	-1.91805608101291 0.165013872883388 0	
1.7870019751741 -1.38759690998325 0	0.458062446858214 0.699801134250361 0	-1.91282953995663 0.165946264674587 0	
1.78755457376134 -1.38905302082985 0	0.45352970108628 0.699926610509046 0	-1.90757805668214 0.166881502486187 0	
1.78809048797968 -1.39048956899426 0	0.448986876915288 0.700038038955218 0	-1.90230146213216 0.167819628051783 0	
1.78860972229029 -1.39190661549431 0	0.44443383426014 0.700135422220029 0	-1.89699958454618 0.168760683845806 0	
1.78911228078479 -1.39330422055871 0	0.439870431045958 0.700218761853305 0	-1.89167224939934 0.169704713102508 0	
1.78959816718628 -1.39468244363711 0	0.435296523156985 0.700288058313893 0	-1.88631927933924 0.170651759835566 0	
1.79006738485037 -1.39604134340986 0	0.430711964383971 0.700343310959339 0	-1.88094049412105 0.171601868858333 0	
1.79051993676617 -1.39738097779776 0	0.426116606369967 0.70038451803493 0	-1.87553571054038 0.172555085804764 0	
1.79095582555714 -1.39870140397133 0	0.421510298554508 0.700411676662053 0	-1.8701047423643 0.173511457151043 0	
1.79137505348208 -1.40000267836015 0	0.416892888116064 0.700424782825833 0	-1.86464740025994 0.174471030237933 0	
1.79177762243583 -1.40128485666185 0	0.412264219912726 0.700423831362084 0	-1.8591634917211 0.175433853293891 0	
1.79216353395019 -1.40254799385093 0	0.407624136421058 0.700408815943478 0	-1.85365282099229 0.176399975458969 0	
1.79253278919458 -1.40379214418748 0	0.402972477673024 0.700379729064951 0	-1.84811518899054 0.177369446809539 0	
1.79288538897674 -1.40501736122562 0	0.398309081190918 0.700336562028358 0	-1.84255039322452 0.178342318383882 0	
1.79322133374344 -1.4062236978218 0	0.393633781920219 0.700279304926246 0	-1.83695822771118 0.179318642208656 0	
1.79354062358104 -1.40741120614295 0	0.388946412160292 0.700207946624809 0	-1.83133848288948 0.180298471326316 0	
1.79384325821609 -1.40857993767443 0	0.38424680149283 0.70012247474596 0	-1.82569094553144 0.181281859823489 0	
1.79412923701584 -1.40972994322783 0	0.37953477670795 0.700022875648489 0	-1.82001539865016 0.182268862860377 0	
1.79439855898871 -1.41086127294855 0	0.374810161727856 0.699909134408258 0	-1.81431162140469 0.183259536701208 0	
1.79465122278476 -1.41197397632333 0	0.370072777527943 0.699781234797455 0	-1.80857938900185 0.184253938745801 0	
1.79488722669607 -1.41306810218752 0	0.365322442055253 0.699639159262783 0	-1.80281847259448 0.185252127562282 0	
1.7951065686571 -1.41414369873223 0	0.360558970144162 0.699482888902628 0	-1.7970286391764 0.186254162921009 0	
1.79530924624499 -1.41520081351133 0	0.355782173429177 0.699312403443091 0	-1.79120965147359 0.187260105829751 0	
1.79549525667983 -1.41623949344829 0	0.350991860254718 0.69912768121291 0	-1.78536126783165 0.188270018570201 0	
1.79566459682492 -1.4172597848429 0	0.346187835581761 0.698928699117163 0	-1.77948324209927 0.189283964735843 0	
1.79581726318691 -1.41826173337779 0	0.341369900891174 0.698715432609737 0	-1.77357532350755 0.190302009271294 0	
1.79595325191598 -1.41924538412486 0	0.336537854083645 0.698487855664518 0	-1.76763725654493 0.191324218513125 0	
1.7960725588059 -1.42021078155155 0	0.331691489376011 0.698245940745209 0	-1.76166878082784 0.19235066023228 0	
1.79617517929415 -1.42115796952696 0	0.326830597193833 0.697989658773756 0	-1.75566963096631 0.193381403678151 0	
1.7962611084619 -1.42208699132783 0	0.321954964060058 0.697718979097291 0	-1.7496395364249 0.194416519624378 0	
1.79633034103399 -1.42299788964439 0	0.317064372479575 0.697433869453542 0	-1.74357822137836 0.195456080416485 0	
1.79638287137886 -1.42389070658615 0	0.312158600819474 0.697134295934662 0	-1.73748540456189 0.196500160021406 0	
1.79641869350847 -1.42476548368739 0	0.307237423184817 0.696820222949319 0	-1.73136079911578 0.197548834079018 0	
1.79643780107815 -1.42562226191271 0	0.302300609289703 0.696491613183098 0	-1.72520411242414 0.198602179955786 0	
1.79644018738639 -1.4264610816623 0	0.297347924323386 0.696148427557009 0	-1.71901504594744 0.199660276800593 0	
1.79642584537464 -1.4272819827772 0	0.292379128811245 0.695790625184101 0	-1.71279329504845 0.200723205602905 0	
1.796394767627 -1.42808500454435 0	0.287393978470316 0.695418163324025 0	-1.70653854881157 0.201791049253359 0	
1.79634694636996 -1.42887018570156 0	0.282392224059153 0.695030997335498 0	-1.70025048985483 0.202863892606918 0	
1.79628237347201 -1.42963756444232 0	0.277373611221695 0.694629080626522 0	-1.69392879413455 0.203941822548713 0	
1.79620104044328 -1.4303871784206 0	0.272337880324902 0.694212364602275 0	-1.68757313074202 0.205024928062721 0	
1.79610293843506 -1.43111906475532 0	0.267284766289785 0.693780798610541 0	-1.68118316169196 0.20611330030343 0	
1.79598805823937 -1.43183326003495 0	0.262213998415526 0.693334329884558 0	-1.67475854170237 0.207207032670635 0	
1.79585639028841 -1.43252980032181 0	0.257125300196326 0.692872903483133 0	-1.66829891796515 0.208306220887559 0	
1.79570792465403 -1.43320872115632 0	0.252018389130603 0.692396462227921 0	-1.66180392990721 0.209410963082455 0	
1.7955426510471 -1.43387005756113 0	0.246892976522145 0.691904946637654 0	-1.65527320894145 0.210521359873898 0	
1.79536055881694 -1.43451384404515 0	0.241748767272778 0.691398294859216 0	-1.64870637820711 0.211637514459961 0	
1.7951616369505 -1.43514011460743 0	0.23658545966612 0.690876442595357 0	-1.64210305229896 0.212759532711497 0	
1.79494587407179 -1.43574890274098 0	0.231402745141907 0.690339323028877 0	-1.63546283698467 0.213887523269758 0	
1.79471325844105 -1.43634024143641 0	0.226200308060412 0.689786866743056 0	-1.62878532890975 0.215021597648602 0	
1.79446377795388 -1.43691416318549 0	0.220977825456385 0.689219001638148 0	-1.62207011528935 0.21616187034155 0	
1.79419742014052 -1.43747069998464 0	0.215734966781947 0.688635652843701 0	-1.61531677358628 0.217308458933972 0	
1.79391417216485 -1.43800988333824 0	0.210471393637808 0.688036742626464 0	-1.60852487117436 0.218461484220718 0	
1.79361402082352 -1.43853174426188 0	0.205186759492141 0.687422190293618 0	-1.60169396498629 0.219621070329497 0	
1.79329695254497 -1.43903631328542 0	0.199880709386425 0.686791912091032 0	-1.59482360114522 0.220787344850385 0	
1.79296295338837 -1.43952362045608 0	0.19455287962747 0.686145821096312 0	-1.58791331457908 0.221960438971784 0	
1.79261200904261 -1.43999369534128 0	0.189202897464841 0.685483827106234 0	-1.58096262861647 0.223140487623285 0	
1.79224410482518 -1.44044656703144 0	0.183830380752789 0.684805836518296 0	-1.57397105456334 0.224327629625827 0	
1.79185922568103 -1.44088226414264 0	0.178434937595779 0.684111752205984 0	-1.56693809125897 0.225522007849624 0	
1.79145735618138 -1.44130081481922 0	0.173016165976605 0.683401473387345 0	-1.55986322461027 0.226723769380358 0	
1.79103848052251 -1.44170224673618 0	0.167573653366032 0.682674895486483 0	-1.5527459271029 0.227933065694167 0	
1.79060258252444 -1.44208658710156 0	0.162106976312811 0.681931909987445 0	-1.54558565728783 0.229150052842 0	
1.79014964562968 -1.44245386265863 0	0.156615700012831 0.681172404280121 0	-1.53838185924179 0.230374891643961 0	
1.78967965290182 -1.44280409968804 0	0.151099377856089 0.68039626149749 0	-1.53113396199998 0.231607747894304 0	
1.78919258702416 -1.44313732400977 0	0.145557550950039 0.679603360343723 0	-1.52384137895917 0.232848792577811 0	
1.78868843029824 -1.44345356098505 0	0.139989747617787 0.678793574912489 0	-1.51650350724941 0.234098202098309 0	
1.78816716464238 -1.44375283551812 0	0.134395482869466 0.677966774494816 0	-1.50911972707212 0.235356158520199 0	
1.78762877159014 -1.44403517205785 0	0.128774257845004 0.677122823375717 0	-1.50168940100236 0.236622849823873 0	
1.7870732322887 -1.44430059459931 0	0.123125559226339 0.676261580618862 0	-1.49421187325296 0.237898470176038 0	
